Name,Review,Rating,Sentiment Score
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"RATING # 2000!  Absolutely stellar beer- one of the best from Hunahpu Day 2011.  Pours a psychadelic pink-purple with a white head.  Nose is berry burst, tropical dark fruit, with notes of tartness, and prickly citrus presence.  The flavor up front was a nice berry, kool-aid, dark tropical fruit followed quickly by mind-numbing mouth-puckering sour presence.  Light to medium body; far and away the best berliner I have ever had.  Stellar beer. Big thanks to JW77 for bringing me a pour.",4.6,0.9259
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"On tap at CC for the Huanhpu’s release.  Vibrant fusion of garnet and pink  in color (think Johnny Rotten’s wildest punk rock hair dreams) with a small pinkish head.  Fantastic berry/fruit aromas.  Crisp and refreshing.  The tart fruit notes blend harmoniously with the traditional flavors of this invigorating German wheat beer.  As the day heated up, CC released this ruby masterpiece just in time to cool off the overheated crowd.  A brilliant change of pace from the heavy lumbering stouts.  The crowd was whipped up into a frenzy by this tie-dye gem sauntering throughout the festival, and the keg blew within the hour.....",4.5,0.9805
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"A: Poured an electric color of magenta, sorta the bright color of pink that kids create by putting a highlighter in water to spice up liquor bottles in a dorm room. Small fizzy head with no retention. The sight of the beer alone sent people to the tap in droves. S: The aroma was bold and citric. Fresh fruity undertones with hints of acidic sharpness. T: The color may have sent people running it was the flavor that brought them back. The beer was awesome simply put. Nice sharp tartness right up front. Slighty citric, my guess this was provided by the dragon fruit After the initial blast of tartness it actually smooths out real nicely. A nice mild sweetness comes through almost guava like which I will attribute to the passion fruit. A Yin and Yang of a beer, tart, sweet, awesome, and stunningly beautiful. M: Medium in body starts tart finishes sweeter with only a mild acidic character. D: Awesome. It is one I would have revisited all day. Too bad everyone else had the same idea and it lasted a whole 10 min or so on draft. Cheers JW it rocked!",4.8,0.9924
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"On tap at CCB’s Huna day 2011.

The color on this thing just screams dragon-fruit. It was my second beer of the day the first being a breakfast glass of 4 Roses BB Zhukov so this was a wake up call.

Aroma was all passion for me and strawberry jolly ranchers??!

Taste was serious business dragon fruit/passion fruit and yes strawberry jolly ranchers was a great description. It made me smack my chops three or four times after each sip and it made my mouth water for more.  The Tartness was spot on as it didn’t over power but caught you right at the tip of the tongue then made way for all the fruity goodness.

Great work J-Dub!!",5.0,0.963
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"on tap at Hunahpu 2011.  Poured a velvet light red color with a pinkish type head.  Aroma was tons of berries, passion fruit, sweet tarts, and jolly ranchers.  Flavor was so mouth puckering dry that it made my face turn sideways and yell ""that’s slap yo mamma sour.""  The flavors were just so amazing that I couldn’t believe the blends of fruit in this thing.  Raspberry, passion fruit, red berries, tropical fruit, and on and on.....This was easily one of the best beers on the day.",4.4,0.976
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"On tap at Hunah 2011! This beer was, hands down, one of the days major show-stealers. The minute the beer is poured into the glass, your  attention is brought into focus, the color is a translucent blood-ruby with a pink ""weisse"" head. The aroma is a sweet fruit  pungency and tartness, nose-full of passion fruit and some hints of the dragon fruit follows suit.  Palate starts with some tart passion fruit which quickly leads into the traditional, berliner weisse refreshing wheat tartness. Sweet fruit melds into the background and the backpalate is then left with a clean citrus finish. Excellent beer!",4.6,0.9583
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"Tap at Hunahpu 2011. Everyone was carrying around the festival something that looked like Kool-aid burst so I decided to find out what it was. Lo and behold, Dragon Passionfruit Berliner Weisse. The pour is a hilariously deep, clear pink with a nice, fizzy pink head. Looks like a fruit juice spritzer. Aroma is heavy seedy raspberries, odd phenol character. Taste is heavy berry tannic, fully tart like a passionfruit smoothie. Some people at the festival claimed it wasn’t very tart, which is incorrect. Very refreshing and nicely done. Definitely something to pursue for the normal CCB lineup- bound to be the most loved beer in the world by women in their 20s. If you want more girls getting into good beer, this is the winning ticket. 3/14/2011 7/4/7/4/14=3.6

Tap at Berliner Bash thanks to JW77. Gorgeous purple pink pour. Full haze. Creamy and glowing. Whoa. Nose is super intense rhubarb/strawberry, dragonfruit, fresh mango. Taste is very nice- super seedy, sharp and zippy, loads of acid, small wheat beer graininess remains. Very nice. Heavy citric acid. Zippy, lactic yogurty palate. Delicious though I like the Rhubarb Pie and Miami Madness a lot more. 5/18/2012 8/5/8/4/16=4.1",4.1,0.9958
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,Had this gem on hunahpus day. Pours a blood red. Sour grapefruit aroma. Very tart acid taste. Pretty drinkable for a sour. Maybe not a 5 but a very good drinkable sour.,4.1,0.7498
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"Hunahpus 2011. Pours the most amazing scarlet red color I’ve ever seen in a beer. Aroma is completely awesome. Passionfruit, Dragonfruit, sour jolly ranchers...leads to a flavor profile that is as good and unique as any beer I’ve ever tried. Amazing balance of mouthpuckering sourness, tropical fruit heaven. So juicy, such wonderful carbonation. Best beer of the day. And that’s saying a lot!  A masterpiece.",5.0,0.9885
Cigar City Pilot Series Dragonfruit Passion Fruit Berliner Weisse,"This one was on Tap at Hunahpu Day 2011. Pours a blood red, light lacing, a little sour, puckered aroma. Very sour, mouth puckering grapefruit. Nice. Damn Dak gave this a 5... it was good... but that good? Maybe I need to find some more of it.",4.9,0.705
Goose Island Bourbon County Stout - Rare 2010,"# 2700 !!  750 ml bottle. Bottles 11/19/2010. 
Pours a pitch black with a small light brown head. Aroma of bourbon, light vanilla, dark roasted malt, chocolate and biscotti. Taste of  bourbon, roasted malt, chocolate, biscotti and a hint of vanilla.",4.4,0.0
Goose Island Bourbon County Stout - Rare 2010,"Bottle from a friend. Black color, beige head. Bitter taste with roasted malts, dried fruits, coffee, bourbon, oak, chocolate and dark fruits. Bitter finish with roasted malts, nuts, coffee, chocolate, licorice, dried fruits, dark fruits and oak. Excellent imperial stout, maybe a bit past its prime.",4.0,0.1779
Goose Island Bourbon County Stout - Rare 2010,"650ml bottle. Some oxidation and cellar notes. Roasty, earthy and woody with some sweet syrup, molasses, ripe dark fruits, bourbon, rye, malts and hints of licorice. Perhaps has seen its best days already, but still really good.",4.1,0.8355
Goose Island Bourbon County Stout - Rare 2010,"BL - piękny to piwo..musiało być jak było świeże, tu czuć już po 8 latach echa wspaniałej przeszłości. Drink Fresh!",4.2,0.4633
Goose Island Bourbon County Stout - Rare 2010,"Opaque black with a small tan head that left nice lacing on the glass. Roasted malts, dark chocolate, vanilla, wood, bourbon, thinner body.",4.2,0.4215
Goose Island Bourbon County Stout - Rare 2010,"Pours black with dark brown head. Lot of bourbon on aroma with boozy notes mixed with roasted malts. Thick and chewy mouthfeel. Flavors of caramel, molasses, cocoa, brown sugar, bourbon. Still a little boozy taste on finish but excellent overall. 

---Rated via Beer Buddy for iPhone",4.7,0.7227
Goose Island Bourbon County Stout - Rare 2010,"From notes. A couple sample bottle pours at ChurchKey and Meridian Pint during Goose Island's Migration Week in September 2013. Black with tan ring of head. Aromas of subdued whiskey, dark chocolate, oak. Tastes of whiskey, dark chocolate, light oak a little dark fruit, subtle dark fruit. Full body with a dry finish. Great stuff.",4.5,0.6249
Goose Island Bourbon County Stout - Rare 2010,650ml bottle. Dark black. Forms a good brown head. Aroma of tar and velvety chocolate fudge. Taste along similar lines with some faint dark fruit. This has held up really well. I’m not sure it has improved over the years but it doesn’t feel oxidised or deteriorated in any way.,4.2,0.4965
Goose Island Bourbon County Stout - Rare 2010,22oz bottle pours out black topped with a tan head. Nose is nice big bourbon barrel notes vanilla sweet roast chocolate. Taste is more of the nice bourbon barrel notes vanilla sweet coffee chocolate milk fudge.,4.3,0.8971
Goose Island Bourbon County Stout - Rare 2010,I have had this beer for a long time and figured the day of labors is good enough of a time to crack it open. Smells strongly of bourbon when the bottle is opened. Beer is thick and syrupy on the pour liked used motor oil. Beer is smooth and creamy with strong notes of chocolate and bourbon. DELICIOUS!,4.5,0.9416
Goose Island Bourbon County Stout - Rare 2010,Had a bottle in 2012 and was underwhelmed. But recent bottle in 2016 was exceptional.,4.2,0.0
Goose Island Bourbon County Stout - Rare 2010,"Bottle. Pours black with minute brown head which soon recedes. Aroma is fudge, vanilla, oak, bourbon. Taste is fudgey sweet, chocolate sweet, vanilla, strong oak, bourbon heat, dates, some raisins. Slightly airy body and paradoxically syrupy at the same time.",4.1,0.8519
Goose Island Bourbon County Stout - Rare 2010,"650 mL bottle. Originally reviewed 3/3/2012.
Inky black and viscous looking. A vigorous pour yields only a slight chocolate head. No retention to speak of.

Smells wonderful. Bourbon, but so well integrated. It’s not a bourbon bomb like regular BCBS. Vanilla and oak blend seamlessly with the chocolate stout flavors. Far less boozy than regular BCBS. Even less boozy than Big John.

Initial tingly bourbon flavor followed by vanilla and caramel malts. The flavor fades to a darker malt roast of chocolate and coffee. Very sweet, but almost forgivable given the flavors at play. The sweetness gives it a slightly fruity flavor that complements the roast nicely. Like chocolate covered cherries.

Regular BCBS tastes like it’s 20% alcohol. This tastes nowhere near 13%. It’s amazing how dramatically it changes the beer. Still immensely sweet and a slow drink. Thick, viscous, and low in carbonation.

It’s a really good stout. Much better than BCBS. Worth the money? Probably not.

Update: Drank my last bottle on 10/3/2016 side-by-side with 2015 Rare and there was no comparison. 2010 was still drinking great and was a far better beer than 2010.",4.4,0.9967
Goose Island Bourbon County Stout - Rare 2010,"bottle share at kasers . pours deep brown almost black. no head or carbonation. flavor is not boozy, lots of chocolate, thick pallette, super smooth. this is the best blended bourbon county i have had. incredible.  bottle number #4189",5.0,0.8737
Goose Island Bourbon County Stout - Rare 2010,"Had this at a bottle share. Jet black pour with no head at all. Cocoa, carmel, vanilla, and wood aroma. Taste is Vanilla, creamy, chocolate, and maybe a hint of coffee. The booze is WELL hidden, no bite to this at all. Outstanding as expected.",4.5,0.6841
Goose Island Bourbon County Stout - Rare 2010,"May 28, 2016. Bottle, received in a trade, thanks! 

Black with a tiny brown head. Aroma is sweet, slight boozy, with toffee, vanilla, bourbon with a very light boozy touch, dark chocolate, light coffee notes, milk chocolate. sherry, dark fruits and prunes. 
Taste is sweet, warming alcohol, light bitterness. Finish is warming alcohol, smooth bourbon, some vanilla notes, sweet caramel, prunes, figs. Medium bodied, soft carbonation, oily texture. 

Glad to finally try this one.",4.4,0.9286
Goose Island Bourbon County Stout - Rare 2010,"Bottle courtesy of hackobock. Pours blackish dark brown with a small creamy mocha head that leaves some very sparse trace on the glass while dissipating. Smell is malty and slightly fruity with roasted malts, caramel, cereal, vanilla fudge, charred wood, dark roast coffee, dark chocolate, leather, moist soil, prunes, raisins, dried cherries and bourbon alcohol. Taste is sweet, bitter, malty and fruity. Mouthfeel is viscous, round, tiny roasted astringent, very tiny fruity tart, slightly boozy and medium bodied. Finish is sweet and bitter with dark chocolate malts, oxidized dried dark fruits, coffee and bourbon. Clearly past its prime but still holds up well with it’s rather intriguing dried dark fruit oxidation character.",4.0,0.6652
Goose Island Bourbon County Stout - Rare 2010,"A: Deep dark brown/black! Thin brown lacing. N: Boozy, oak, green peppers T: Milk chocolate, liqourice, coffee, bitter chocolate O: Very nice and complex flavours! A bit boozy, but extremly nice!",4.3,0.6435
Goose Island Bourbon County Stout - Rare 2010,"20/II/16 - 1Pt. 6Fl. Oz. bottle @ RBBWG V (Ben’s place) - BB: n/a, 2010 vintage (2016-228) Thanks to Tinus for sharing the bottle!


Clear dark brown beer, small to no head, unstable, non adhesive. Aroma: wow, that’s a lot of bourbon, vanilla, bit of green banana, sweet touch. MF: soft carbon, full body. Taste: sweet start, lots of bourbon, sugary, caramel, lots of dark chocolate. Aftertaste: very sweet, lots of vanilla, malty, crème brûlée, bourbon, dark chocolate, caramel. It is lovely shizzle.",4.7,0.9761
Goose Island Bourbon County Stout - Rare 2010,"Bottle at RBBWG 2016 in Antwerpen, bottled in November 2015, courtesy of Martinus, thanks a lot! Pitch black. Sweetish-malty, slightly fruity aroma of dark chocolate, coffee, licorice and dark ripe fruits. Sweetish-malty, slightly fruity aroma of caramel, dark chocolate, coffee, licorice and dark ripe fruits, followed by a medium long, slightly bitter, warming and moderately alcoholic finish. Medium to full body, creamy to oily mouthfeel. Great!",4.1,0.8359
Goose Island Bourbon County Stout - Rare 2010,"THANK YOU Martinus! 650 ml. bottle sampled @ RBBWG V. Pours a sludgy motor-oil black, only a very thin layer of mocha bubbles on the sides, close to zero head. Nose is warming molasses, syrup, thick chocolate bourbon, vanilla, brambleberries, blueberries, chocolate, astonishing. Taste is rich thick molasses, coated in chocolate, blueberries, brambleberries, molasses, sugar, bourbon, dates, vanilla, sweet chocolate, thick sludge, coffee. Very thick & chewy body. Wow this is good, ridiculous. The thing that kept the regular one from reaching perfection was that it was a small touch too boozy, this one isn’t, it has more elegance, more nuances. Not sure if age is the reason here, I have never had the regular one 5 years old or whether this beer had these qualities back when it was young. Either way, this is close to 5 with a bigger pour I might have upped it to a 5. This is astonishing, I feel like I might need to try more in order to fully explore it but I am happy surprised that I even managed to try it at all. Thanks a lot. The price of this one is another discussion.",4.9,0.9749
Goose Island Bourbon County Stout - Rare 2010,"Bottle at RBBWG, thanks for sharing Martinus. Bourbon, vanilla, oak, this is the perfect bourbon imperial stout.",4.7,0.8779
Goose Island Bourbon County Stout - Rare 2010,"Black and deep with a fast fading tan head. Huge nose with big thick rich bourbonny chocolate, brown sugar, lots of oak and char, syrupy roasted malt, more cocoa, and rich sweet caramelly/chocolaty booze. Amazing body and flavor that just touches every part of the pleasure center of the brain. Loads of chocolate, bourbonny brown sugar, lots of oak, lots of coffee, a bit of caramel, and more coffee. Loads of roast and chocolate and bourbon barrel, but nothing too much out of line. Just simply amazing.",4.9,0.9463
Goose Island Bourbon County Stout - Rare 2010,"Vintage 2010 enjoyed tonight with wife and family, dont @ me. Pours like all other aged bcbs varroe t. Dark, little head. Solid smokey bourbon nose, tadge is full of bourbon goodness, vanilla, oak, smoke, cocoa. Full body, smooth. Somewhat lingering booze burn finish. I said dont @ me.",4.0,0.8451
Goose Island Bourbon County Stout - Rare 2010,"Bomber: Vintage 2010: #1496: Thank you Rene: Taster:
Black beer, brown lacing
Mighty bourbon, roast and chocolate.
Flavour is so soft and smooth: roast, chocolate, bourbon, wood, bitters, vanilla, fudge...
Aftertaste is fudgy smooth, bourbon, chocolate, mocha, sweet roast...
Low carbo, silky mouthfeel, full bodied.
Superb!
Delicious!",4.6,0.9078
Goose Island Bourbon County Stout - Rare 2010,"Bottle @ joes. Dark brown colour with almost no head. Smells wine, alcohol apple syrup, sweet, boozy, red fruits. Tastes red fruits, oak, whisky, chocolate, roasty. Full body, soft carbo, sick taste.",4.3,-0.2975
Goose Island Bourbon County Stout - Rare 2010,"Thanks Benzai. Donker bruin bier met een goede getinte schuim kraag. Ruikt alcohol, peated, geroosterd, vanille, overrijp fruit. Smaakt heerlijk. Vanille, overrijp fruit, chocolade.",4.5,0.4404
Goose Island Bourbon County Stout - Rare 2010,"Bottle #1448

Pours viscous, pitch black and completely opaque with a half finger mocha head that immediately disappears. No lacing left behind but it does have lasting legs that coat the glass in a muddy film. 

Barrel character is really strong in the nose but it seems nicely integrated into aroma. Lots of spicy bourbon but it’s not overpowering with dry oak, toasted coconut and vanilla bean notes. Sweet, slightly roasted malt backbone with sweet and dark chocolate, molasses, coffee bean, baker’s chocolate and subtle roast/burnt malt. 

On the fuller end of medium bodied with subtle viscosity and an excellent barrel character that’s perfectly integrated into the base beer. Spicy bourbon barrel with toasted coconut, marshmallow, vanilla and a wonderful spicy PVW flavor. Subtle boozy heat but not fiery, harsh or overpowering. Tastes just like the spirit without obliterating the base beer. Sure, there’s some sweet booze and heat lingering throughout but the other barrel notes and malt backbone counter things nicely. Fudge-y chocolate goodness with fudge, caramel, molasses and toffee give it a sweet and dessert like quality but it’s not one-note. There’s some roast with hints of dark chocolate, roasted gourmet coffee bean, burnt toast and oatmeal. The high ABV is extremely well masked making this delicious, complex beer dangerously drinkable. The flavor of this beer is close to perfect.",4.4,0.9976
Goose Island Bourbon County Stout - Rare 2010,"From notes. Shared at a BCBS tasting put on by Brian Winters. Thanks! I didn’t get the bottle number on this baby, but oh man. The pour is a thick, viscous, oily black with a medium brown collar of head. The aroma is phenomenal. Heavy roasted malts and chocolate to go along with a wonderful bourbon complexity. This is probably the best smelling bourbon barrel character I’ve ever picked up in a beer. There is a lot of dark fruit and a little toffee in there. The flavors mimic it as well. The only thing that pails is there is a light lack of vanilla in the aroma. This is detectable in the flavor, and I love it. The malts and dark fruits are killer, and there is just a great bourbon presence. The mouth feel is viscous and chewy with a soft carbonation and a lingeringly boozy, caramel, malty finish. I love it",4.8,0.9817
Goose Island Bourbon County Stout - Rare 2010,"22oz bottle. Been Waiting years to drink this. Pours black with a small an head. Aroma is strong on the bourbon. Lots of chocolate, roasted malt, vanilla, and dark fruit in the nose. Smells absolutely fantastic. Taste is of roasted malt, dark chocolate, and dark fruit. Has a very strong, underlying bourbon taste. Lingering taste of bourbon and vanilla. Mouthfeel is thick, and almost oily. Body is thick and sticky. The alcohol is definitely warming on this one. It goes down very easy. Delicious.",4.5,0.9693
Goose Island Bourbon County Stout - Rare 2010,"Incredible blend of chocolate, bourbon, vanilla and dark fruits fill your nose and palate. Deep brown pour with a dark tight bubbled head. Thick, viscous mouthfeel and a surprisingly dry finish.",4.5,0.296
Goose Island Bourbon County Stout - Rare 2010,cocoa beery with flavor of bourbon. malt and licorice behind it. powerful enough with moderate body and mouthfeel. for me the vanilla is unwelcome in the bourbon.,3.7,0.0258
Goose Island Bourbon County Stout - Rare 2010,"From the bottle into snifter. Black viscous poor, small tan head. Nose is incredible, small hints of cardboard but mostly tons of incredible Bourbon and chocolate, some raisins, scotch. Oily body, soft carbonation, incredible mouth feel, a bit of heat in the finish. Loads of chocolate, vanilla, Bourbon. Wow, really great.",4.9,0.905
Goose Island Bourbon County Stout - Rare 2010,"Sample at Epic Bourbon County Tasting, thx to Bart and Thijs!
APPEARANCE: pitch black beer, small unstable beige head.
NOSE: lots of bourbon, alcohol, very sweet, boozy, some coffee.
TASTE: bourbon, sweet, lots of alcohol, boozy, alcohol warming, caramel, oak, bourbon overload actually. Was looking forward to this one quite a bit, but was disappointed quite a lot...",3.8,-0.4109
Goose Island Bourbon County Stout - Rare 2010,"22oz bottle. Bottle 2425. Poured a black color with a smaller sized head. Roast, wood, bourbon, vanilla, chocolate, and dark fruits.",4.4,0.0
Goose Island Bourbon County Stout - Rare 2010,"Bottle @ the Epic Bourbon County Tasting. Really proud to be this beers 400th rater! Pours another pitch black beer with a slight brownish hue around the edges. Aroma has massive bourbon, sugary touches, caramel, molasses, licorice, oaky influences. I’ve never tried Pappy van Winkle bourbon, but I’ve had several PvW BA beers and this one has the PvW influences in there for sure. Flavor has epic bourbon touches with a mellowed out, sweet alcoholic background. Very malty, roasty, woody and incredibly sticky and sweet. Lots of layers here, but the bourbon is strong in this one. Great complexity, base beer has faded to background but is still showing his greatness. Awesome beer!",4.4,0.986
Goose Island Bourbon County Stout - Rare 2010,Drank at the magnificent BCBS tasting in Bodegraven 10/1/2015. Really good. Very rich and comprehensive taste. Bourbon county core with lots of complex extra layers.,4.7,0.9262
Goose Island Bourbon County Stout - Rare 2010,"Bottle at the Bourbon County tasting, De Molen, January 2015. Poured a clear dark brown with a rich roasty, molasses aroma. The flavour is moderate bitter sweet with a rich roast malt molasses, chocolate, alcoholic bitter palate. Full bodied with soft carbonation.",4.0,0.802
Goose Island Bourbon County Stout - Rare 2010,"Bottle to glass. Thanks bj! Pours a thick syrupy black color with no head. Aroma is a huge molasses, bourbon, vanilla, roasted malts. Thick creamy body. Big smooth bourbon, vanilla, brown sugar, dark fruits. Out of this world! So glad I got to experience this.",4.5,0.8151
Goose Island Bourbon County Stout - Rare 2010,"22oz bottle pours oily black with a paper thin tan head. Nose is deep inviting rich fudgey bourbon, nutty vanilla, marshmallow, coconut, roast chocolate, touch of spice, peanut, subtle wood. Taste is heavenly silky layered boozy fudge spice, coconut, some vanilla oak, semi sweet dark fruits, marshmallow, bourbon. Finish is mouth coating semi sweet dark boozy chocolate sauce with round dark fruit, vanilla, light woody spice and layered bourbony soaked dark chocolate. Simply amazing.",4.6,0.9623
Goose Island Bourbon County Stout - Rare 2010,"Bottle at Anchorage Dec ’14 Tasting: Poured rich brown with light brown head. Aroma was strong bourbon and alcohol burn, very inviting. Taste huge vanilla, bourbon, roasted malts, and sipping alcohol burn.",4.4,0.9013
Goose Island Bourbon County Stout - Rare 2010,"Bottle..Pour is brown with a fading head..Nose is oak, vanilla, maple, chocolate, some oxidation..Tatse vanilla, maple, roast, oak, cream,",4.1,0.0
Goose Island Bourbon County Stout - Rare 2010,"A top-3 beer! A great stout. I can hardly wait for my next bottle to fill a tall and frosty glass. :-)

---Rated via Beer Buddy for iPhone",5.0,0.8122
Goose Island Bourbon County Stout - Rare 2010,"Bottle [no. 11341] shared by kermis. HUGE HUGE THANKS MAN! INSANE! Opaque black color, small dark brown head that diminishes quite quickly. Aroma is malts, loads of liquor, lightly vanilla. Taste malts, whisky, vanilla, a hint of liquorice, softly bitter. Full flavored, full body, oily texture, soft suitable carbonation. Lovely. Absolutely lovely. 

 Bottle 1496 of bottling 19/11/2010 @ weekly tasting shared with Dutchdrebus, Joes, Countbeer, Abijen and Judyvv. Opaque black color, average sized light brown head. Aroma is malts, some alcohol, a hint of chocolate, bourbon, vanilla. Tastes about the same: malts, bourbon, vanilla, lightly an alcohol burn. Intense. [Score not altered]",4.5,0.952
Goose Island Bourbon County Stout - Rare 2010,"bottle in a trade HUGE thanks to jeff for hooking me up with this one together with the vanilla!! perfectly cellared ever since. shared with my good friend. poured a pitch black colour with just a small non lasting mocha ring on top. some lacing on the side. just one great looking stout!! the aroma puts a smile on our face in 0,5 sec! wow! there is still so much bourbon nose! pappy!! smell is basic BCBS but more smooth and more complexity. big dark chocolate, vanilla, oak, some toasted coconut, sweet caramel, a bourbon soaked marshmallow, sweet complex roasted malt flavour, bit of a small fruit tone in the back covered in chocolate (could also be of the age). some figs, a spicy alcohol feeling under the tongue. i’ve been dying to try this bad boy. and t’s just living up it’s hype. pappy barrels are just something unique. it was an incredible experience to try this one!",4.7,0.9638
Goose Island Bourbon County Stout - Rare 2010,"""been waiting for this one and it did not disappoint. immediately upon opening the aroma burst through my congestion! i gotta try some 23 year old pappy van winkle (the barrels this was aged in). i think with a year or two on it, this could be near perfection. as it is, the bourbon is a little hot on the palate and overpowering in the flavor (it’s a month old) but it’s so damn tasty, you don’t mind. chocolate, vanilla, oak, and a ton of gooood bourbon. if this mellows a little, it could be one of my favorites. as it is now...still elite. 10/11 still a little hot, but it hurts so good :) """,4.6,0.8231
Goose Island Bourbon County Stout - Rare 2010,"I know it's not the best thing to do to overrate beers, but that was the best beer I've had so far. So complex and so simple at the same time. Black colour with dark tanned head. Aroma of chocolate, coffee and vanilla, wood and bourbon. Taste pretty much the same. Can't really describe it. Wish I had another one!",5.0,0.9343
Goose Island Bourbon County Stout - Rare 2010,"Bourbon pappy smell. Taste is a nice smooth balance of bourbon, oak, and caramelly stout.",4.0,0.5423
Goose Island Bourbon County Stout - Rare 2010,Beer Bloggers Conference - San Diego - Super beer. Great Bourbon flavor perfect finish this was a near perfect beer.,4.0,0.9468
Goose Island Bourbon County Stout - Rare 2010,"Dark brown, almost black, almost looks like used motor oil. Minimal tan head. Chocolate and alcohol aroma. Strong alcohol presence with an infusion of bourbon flavor.",4.4,0.6728
Goose Island Bourbon County Stout - Rare 2010,"Bottle #4909 traded and drank in PCB. Pours like motor oil and has a big brown head that lasts forever. Huge aroma of bourbon, molasses and sweet grain. Wow, huge flavor of bourbon, a sweetness like roasted marshmallows and a hint of coffee and espresso. Way too smooth at 13 ABV. Very well made.",4.3,0.9638
Goose Island Bourbon County Stout - Rare 2010,"Bottle 4358 in a trade from mwbrady12. Drank in celebration of PM promotion. Pours a dark brown that is near black and oil like in consistency. Medium brown foam head. Aromas of alcohol, big vanilla, maple, light cocoa, some nuttiness. Taste still has some heat after all these years. Sweetness and heat but very well incorporated. Thick and oily. Carbonation is still there too. Delicious treat. 

As a side note: the bourbon I am tasting in this beer is as old as
I am. That is awesome.",4.5,0.969
Goose Island Bourbon County Stout - Rare 2010,"Bottle at goulét brewery bus tour and a bottle a while ago. Black pour with tan head. Sweet dark malts. Dark chocolate, sweet, roasted and a hint of alcohol.",4.0,0.7184
Goose Island Bourbon County Stout - Rare 2010,"Sampled at 2011 RBWG. This was the end cap of a full FiftyFifty Eclipse Vertical. This and the PVW stole the show. Pours near black with a thin tan head. The nose is bourbon, oaky vanilla, burnt malt, ashy cocoa. The taste is oak, molasses, bourbon, chocolate and roasty coffee beans. Medium creamy mouthfeel. Very good.",4.6,0.4927
Goose Island Bourbon County Stout - Rare 2010,"Bottle share. Thanks Dustin! Pours black with a small reddish tan head. Big aroma of bourbon, chocolate, malt, and vanilla. Taste is bourbon, chocolate, roasted malt, vanilla, caramel, and barrel. Glad to have tried this delicious BCBS version.",4.1,0.9147
Goose Island Bourbon County Stout - Rare 2010,"Bottle - Pours very dark black w/ a brown head. Lots and lots of bourbon, oak, vanilla, and chocolate in the nose. The taste is very boozy but smooth. Rich bourbon and chocolate taste. Bourbon and Beer = Peanut Butter and Chocolate!!!",4.3,0.7767
Goose Island Bourbon County Stout - Rare 2010,"Sampled at a STL tasting - Pours dark brown with a burnt orange head. The aroma has cocoa, barrel, bourbon, roast, oak and vanilla. It has a full rich body with soft carbonation. The flavor begins with cocoa, bourbon, vanilla, smooth roast, raw barrel notes that are grainy and oaky. The finish has warm alcohol, raisins, roast and bourbon. Great imperial stout.",4.2,0.8834
Goose Island Bourbon County Stout - Rare 2010,"Bottle #6554, 4 oz pour into tulip tasting glass.
Appearance: Black with a light dark brown foam. Foam dissipated rather quickly after pour.
Aroma: Tons of chocolate on the nose followed by powerful scent of bourbon.
Taste: What I picked up on the nose gets amplified on the palate. Starts with big chocolate and then the rich bourbon flavor starts to build and come into its own. This is such an excellent fusion of flavor.
Palate: Medium body. Beer leaves its mark on your palate and the flavors persist long after a sip.
Overall: This was one of the finest imp. stouts I have ever had. I wish I had a more sophisticated bourbon palate to better detect the intricacies of the barrel aging. Regardless, this was like eating a box of chocolates, all of which were filled with pappy!",4.6,0.9697
Goose Island Bourbon County Stout - Rare 2010,"My 1000 rating. 22oz bomber pours a dark black with a thin tan head. As soon as I cracked the cap I immediately smelled bourbon aroma. Taste was amazing. After so many years the bourbon taste is still there with a caramel vanilla and sweet malt. Very enjoyable, couldn’t taste the alcohol.",4.6,0.8748
Goose Island Bourbon County Stout - Rare 2010,"Bottle, thick black viscous pour, very little head. Aroma, oh its bourbon county all right, huge notes of vanilla, chocolate, oak, just a ton of in your face bourbon. Taste, sticky mouthfeel, nice hit of bourbon, some maple sweetness, clean smooth finish, not a big bourbon bomb like the aroma would suggest. Overall, a big sticky barrel aged imperial stout and a fantastic one at that, really glad I finally got to try this.",4.3,0.9509
Goose Island Bourbon County Stout - Rare 2010,"650ml brown bottle - bottleshare at Ferris’. Bottle #1407, dated 11/19/2010. Black pour witha light ring of caramel foam. Big nose with bourbon and rich chocolate and roast. In the mouth there is bourbon, vanilla, brown sugar, wood. Finish has vanilla and bourbon. Full bodied, sticky, soft carbonation. An awesome stout.",4.2,0.8555
Cigar City Hunahpu's Imperial Stout - Double Barrel Aged,"Bottle. Pitch black colour with a mediumsized beigeish brown head. Aroma is wooden, some apples, rum, biscuits and alcohol along with liquorice as well. Flavour is rum, brandy, some wood, mild biscuits with alcohol and some mild cinnamon elements. On the sweet side of things, but actually pleasantly balanced.",4.0,0.7717
